Genobysite,Genobysiteramp,Site,Species,Treatment,RampType,PAM,Replicate,Geno,Color_1,Color_2,ColorChange,avg_26_bygeno,sd_26_bygeno,PAMChange
6_Pocillopora_sp_Floreana,6_Pocillopora_sp_Floreana_Heat,Floreana,Pocillopora_sp,32.5,Heat,0.534,B,6,3,2.5,-0.5,0.5489999999999999,0.046669047558312096,-0.014999999999999902
2_Pavona_clavus_Floreana,2_Pavona_clavus_Floreana_Heat,Floreana,Pavona_clavus,32.5,Heat,0.519,B,2,3,3,0,0.535,0.008485281374238578,-0.016000000000000014
7_Pocillopora_sp_Floreana,7_Pocillopora_sp_Floreana_Heat,Floreana,Pocillopora_sp,32.5,Heat,0.578,B,7,3,2.5,-0.5,0.5945,0.00777817459305203,-0.01650000000000007
5_Pocillopora_sp_Floreana,5_Pocillopora_sp_Floreana_Heat,Floreana,Pocillopora_sp,32.5,Heat,0.598,B,5,3,2.5,-0.5,0.598,0.019798989873223347,0
4_Pocillopora_sp_Floreana,4_Pocillopora_sp_Floreana_Heat,Floreana,Pocillopora_sp,32.5,Heat,0.537,B,4,3,3,0,0.5860000000000001,0.04242640687119281,-0.049000000000000044
8_Pocillopora_sp_Floreana,8_Pocillopora_sp_Floreana_Heat,Floreana,Pocillopora_sp,32.5,Heat,0.59,B,8,3,3,0,0.575,0.03252691193458114,0.015000000000000013
7_Pavona_clavus_Floreana,7_Pavona_clavus_Floreana_Heat,Floreana,Pavona_clavus,32.5,Heat,0.511,B,7,4.5,4,-0.5,0.5255000000000001,0.020506096654409896,-0.014500000000000068
3_Pocillopora_sp_Floreana,3_Pocillopora_sp_Floreana_Heat,Floreana,Pocillopora_sp,32.5,Heat,0.543,B,3,3,2.5,-0.5,0.575,0.021213203435596368,-0.03199999999999992
1_Pocillopora_sp_Floreana,1_Pocillopora_sp_Floreana_Heat,Floreana,Pocillopora_sp,32.5,Heat,0.574,B,1,3,2.5,-0.5,0.5834999999999999,0.017677669529663705,-0.009499999999999953
5_Pavona_clavus_Floreana,5_Pavona_clavus_Floreana_Heat,Floreana,Pavona_clavus,32.5,Heat,0.537,B,5,3.5,2,-1.5,0.5505,7.071067811865482e-4,-0.013499999999999956
3_Pavona_clavus_Floreana,3_Pavona_clavus_Floreana_Heat,Floreana,Pavona_clavus,32.5,Heat,0.546,B,3,4,3,-1,0.5445,0.0035355339059327407,0.0015000000000000568
2_Pocillopora_sp_Floreana,2_Pocillopora_sp_Floreana_Heat,Floreana,Pocillopora_sp,32.5,Heat,0.584,B,2,3,2,-1,0.5675,0.01202081528017124,0.01649999999999996
6_Pavona_clavus_Floreana,6_Pavona_clavus_Floreana_Heat,Floreana,Pavona_clavus,32.5,Heat,0.503,B,6,5,4.5,-0.5,0.53,0.016970562748477157,-0.027000000000000024
8_Pavona_clavus_Floreana,8_Pavona_clavus_Floreana_Heat,Floreana,Pavona_clavus,32.5,Heat,0.506,B,8,4.5,3,-1.5,0.5575000000000001,0.0021213203435596446,-0.0515000000000001
1_Pavona_clavus_Floreana,1_Pavona_clavus_Floreana_Heat,Floreana,Pavona_clavus,32.5,Heat,0.491,B,1,3,2.5,-0.5,0.48450000000000004,0.0417193000900063,0.00649999999999995
4_Pavona_clavus_Floreana,4_Pavona_clavus_Floreana_Heat,Floreana,Pavona_clavus,32.5,Heat,0.504,B,4,2.5,2,-0.5,0.5385,0.00777817459305203,-0.034499999999999975
4_Pocillopora_sp_Floreana,4_Pocillopora_sp_Floreana_Heat,Floreana,Pocillopora_sp,31,Heat,0.598,B,4,3,3,0,0.5860000000000001,0.04242640687119281,0.0119999999999999
7_Pavona_clavus_Floreana,7_Pavona_clavus_Floreana_Heat,Floreana,Pavona_clavus,31,Heat,0.525,B,7,4,4,0,0.5255000000000001,0.020506096654409896,-5.00000000000056e-4
8_Pavona_clavus_Floreana,8_Pavona_clavus_Floreana_Heat,Floreana,Pavona_clavus,31,Heat,0.529,B,8,5,5,0,0.5575000000000001,0.0021213203435596446,-0.02850000000000008
6_Pavona_clavus_Floreana,6_Pavona_clavus_Floreana_Heat,Floreana,Pavona_clavus,31,Heat,0.531,B,6,6,5,-1,0.53,0.016970562748477157,0.0010000000000000009
1_Pavona_clavus_Floreana,1_Pavona_clavus_Floreana_Heat,Floreana,Pavona_clavus,31,Heat,0.493,B,1,3,2,-1,0.48450000000000004,0.0417193000900063,0.008499999999999952
8_Pocillopora_sp_Floreana,8_Pocillopora_sp_Floreana_Heat,Floreana,Pocillopora_sp,31,Heat,0.593,B,8,3,3,0,0.575,0.03252691193458114,0.018000000000000016
2_Pocillopora_sp_Floreana,2_Pocillopora_sp_Floreana_Heat,Floreana,Pocillopora_sp,31,Heat,0.594,B,2,3,3,0,0.5675,0.01202081528017124,0.026499999999999968
1_Pocillopora_sp_Floreana,1_Pocillopora_sp_Floreana_Heat,Floreana,Pocillopora_sp,31,Heat,0.56,B,1,3,3,0,0.5834999999999999,0.017677669529663705,-0.023499999999999854
2_Pavona_clavus_Floreana,2_Pavona_clavus_Floreana_Heat,Floreana,Pavona_clavus,31,Heat,0.501,B,2,2.5,2,-0.5,0.535,0.008485281374238578,-0.03400000000000003
4_Pavona_clavus_Floreana,4_Pavona_clavus_Floreana_Heat,Floreana,Pavona_clavus,31,Heat,0.547,B,4,3.5,2,-1.5,0.5385,0.00777817459305203,0.008500000000000063
5_Pavona_clavus_Floreana,5_Pavona_clavus_Floreana_Heat,Floreana,Pavona_clavus,31,Heat,0.545,B,5,3,3,0,0.5505,7.071067811865482e-4,-0.005499999999999949
5_Pocillopora_sp_Floreana,5_Pocillopora_sp_Floreana_Heat,Floreana,Pocillopora_sp,31,Heat,0.585,B,5,3,3,0,0.598,0.019798989873223347,-0.013000000000000012
6_Pocillopora_sp_Floreana,6_Pocillopora_sp_Floreana_Heat,Floreana,Pocillopora_sp,31,Heat,0.521,B,6,2,2.5,0.5,0.5489999999999999,0.046669047558312096,-0.027999999999999914
5_Pavona_clavus_Floreana,5_Pavona_clavus_Floreana_Heat,Floreana,Pavona_clavus,31,Heat,0.546,B,5,3.5,2,-1.5,0.5505,7.071067811865482e-4,-0.0044999999999999485
3_Pocillopora_sp_Floreana,3_Pocillopora_sp_Floreana_Heat,Floreana,Pocillopora_sp,31,Heat,0.555,B,3,3,3,0,0.575,0.021213203435596368,-0.019999999999999907
7_Pocillopora_sp_Floreana,7_Pocillopora_sp_Floreana_Heat,Floreana,Pocillopora_sp,31,Heat,0.607,B,7,3,2.5,-0.5,0.5945,0.00777817459305203,0.012499999999999956
2_Pavona_clavus_Isabela,2_Pavona_clavus_Isabela_Heat,Isabela,Pavona_clavus,26,Heat,0.499,A,2,5.5,5,-0.5,0.5145,0.021920310216782993,-0.015499999999999958
8_Pavona_clavus_Isabela,8_Pavona_clavus_Isabela_Heat,Isabela,Pavona_clavus,26,Heat,0.566,A,8,4.5,3.5,-1,0.5515,0.02050609665440982,0.014499999999999957
1_Pocillopora_sp_Isabela,1_Pocillopora_sp_Isabela_Heat,Isabela,Pocillopora_sp,26,Heat,0.581,A,1,5,4,-1,0.5825,0.0021213203435596446,-0.0015000000000000568
5_Pavona_clavus_Isabela,5_Pavona_clavus_Isabela_Heat,Isabela,Pavona_clavus,26,Heat,0.508,A,5,2.5,3,0.5,0.522,0.019798989873223347,-0.014000000000000012
4_Pocillopora_sp_Isabela,4_Pocillopora_sp_Isabela_Heat,Isabela,Pocillopora_sp,26,Heat,0.617,A,4,3,2.5,-0.5,0.631,0.019798989873223347,-0.014000000000000012
6_Pocillopora_sp_Isabela,6_Pocillopora_sp_Isabela_Heat,Isabela,Pocillopora_sp,26,Heat,0.594,A,6,2.5,2.5,0,0.579,0.021213203435596444,0.015000000000000013
7_Pocillopora_sp_Isabela,7_Pocillopora_sp_Isabela_Heat,Isabela,Pocillopora_sp,26,Heat,0.599,A,7,3.5,2.5,-1,0.5865,0.017677669529663705,0.012499999999999956
6_Pavona_clavus_Isabela,6_Pavona_clavus_Isabela_Heat,Isabela,Pavona_clavus,26,Heat,0.488,A,6,2.5,3,0.5,0.5125,0.03464823227814086,-0.024499999999999966
2_Pocillopora_sp_Isabela,2_Pocillopora_sp_Isabela_Heat,Isabela,Pocillopora_sp,26,Heat,0.627,A,2,3,4.5,1.5,0.6245,0.0035355339059327407,0.0024999999999999467
4_Pavona_clavus_Isabela,4_Pavona_clavus_Isabela_Heat,Isabela,Pavona_clavus,26,Heat,0.572,A,4,5,4.5,-0.5,0.56,0.016970562748477077,0.0119999999999999
1_Pavona_clavus_Isabela,1_Pavona_clavus_Isabela_Heat,Isabela,Pavona_clavus,26,Heat,0.576,A,1,5.5,5,-0.5,0.509,0.09475230867899734,0.06699999999999995
7_Pavona_clavus_Isabela,7_Pavona_clavus_Isabela_Heat,Isabela,Pavona_clavus,26,Heat,0.508,A,7,2.5,3,0.5,0.53,0.03111269837220812,-0.02200000000000002
3_Pavona_clavus_Isabela,3_Pavona_clavus_Isabela_Heat,Isabela,Pavona_clavus,26,Heat,0.489,A,3,2,2,0,0.5055000000000001,0.02333452377915609,-0.01650000000000007
3_Pocillopora_sp_Isabela,3_Pocillopora_sp_Isabela_Heat,Isabela,Pocillopora_sp,26,Heat,0.604,A,3,3,2.5,-0.5,0.605,0.0014142135623730963,-0.0010000000000000009
8_Pocillopora_sp_Isabela,8_Pocillopora_sp_Isabela_Heat,Isabela,Pocillopora_sp,26,Heat,0.625,A,8,3,2.5,-0.5,0.6074999999999999,0.024748737341529183,0.01750000000000007
5_Pocillopora_sp_Isabela,5_Pocillopora_sp_Isabela_Heat,Isabela,Pocillopora_sp,26,Heat,0.549,A,5,3.5,3.5,0,0.56,0.015556349186103982,-0.01100000000000001
6_Pocillopora_sp_Isabela,6_Pocillopora_sp_Isabela_Heat,Isabela,Pocillopora_sp,32.5,Heat,0.601,A,6,4,3.5,-0.5,0.579,0.021213203435596444,0.02200000000000002
3_Pocillopora_sp_Isabela,3_Pocillopora_sp_Isabela_Heat,Isabela,Pocillopora_sp,32.5,Heat,0.625,A,3,3.5,3.5,0,0.605,0.0014142135623730963,0.020000000000000018
2_Pavona_clavus_Isabela,2_Pavona_clavus_Isabela_Heat,Isabela,Pavona_clavus,32.5,Heat,0.495,A,2,6,6,0,0.5145,0.021920310216782993,-0.019499999999999962
1_Pocillopora_sp_Isabela,1_Pocillopora_sp_Isabela_Heat,Isabela,Pocillopora_sp,32.5,Heat,0.595,A,1,2,2.5,0.5,0.5825,0.0021213203435596446,0.012499999999999956
7_Pavona_clavus_Isabela,7_Pavona_clavus_Isabela_Heat,Isabela,Pavona_clavus,32.5,Heat,0.551,A,7,5.5,5,-0.5,0.53,0.03111269837220812,0.02100000000000002
4_Pavona_clavus_Isabela,4_Pavona_clavus_Isabela_Heat,Isabela,Pavona_clavus,32.5,Heat,0.554,A,4,5,5,0,0.56,0.016970562748477077,-0.006000000000000005
6_Pavona_clavus_Isabela,6_Pavona_clavus_Isabela_Heat,Isabela,Pavona_clavus,32.5,Heat,0.531,A,6,2,2,0,0.5125,0.03464823227814086,0.018500000000000072
3_Pavona_clavus_Isabela,3_Pavona_clavus_Isabela_Heat,Isabela,Pavona_clavus,32.5,Heat,0.547,A,3,3,3,0,0.5055000000000001,0.02333452377915609,0.04149999999999998
7_Pocillopora_sp_Isabela,7_Pocillopora_sp_Isabela_Heat,Isabela,Pocillopora_sp,32.5,Heat,0.589,A,7,3,3,0,0.5865,0.017677669529663705,0.0024999999999999467
4_Pocillopora_sp_Isabela,4_Pocillopora_sp_Isabela_Heat,Isabela,Pocillopora_sp,32.5,Heat,0.491,A,4,3,3,0,0.631,0.019798989873223347,-0.14
8_Pocillopora_sp_Isabela,8_Pocillopora_sp_Isabela_Heat,Isabela,Pocillopora_sp,32.5,Heat,0.6,A,8,2.5,2.5,0,0.6074999999999999,0.024748737341529183,-0.007499999999999951
5_Pocillopora_sp_Isabela,5_Pocillopora_sp_Isabela_Heat,Isabela,Pocillopora_sp,32.5,Heat,0.538,A,5,3,3,0,0.56,0.015556349186103982,-0.02200000000000002
8_Pavona_clavus_Isabela,8_Pavona_clavus_Isabela_Heat,Isabela,Pavona_clavus,32.5,Heat,0.553,A,8,2.5,3,0.5,0.5515,0.02050609665440982,0.0015000000000000568
5_Pavona_clavus_Isabela,5_Pavona_clavus_Isabela_Heat,Isabela,Pavona_clavus,32.5,Heat,0.553,A,5,5.5,5,-0.5,0.522,0.019798989873223347,0.031000000000000028
1_Pavona_clavus_Isabela,1_Pavona_clavus_Isabela_Heat,Isabela,Pavona_clavus,32.5,Heat,0.48,A,1,5,5,0,0.509,0.09475230867899734,-0.029000000000000026
2_Pocillopora_sp_Isabela,2_Pocillopora_sp_Isabela_Heat,Isabela,Pocillopora_sp,32.5,Heat,0.614,A,2,3.5,2.5,-1,0.6245,0.0035355339059327407,-0.010500000000000065
4_Pocillopora_sp_Isabela,4_Pocillopora_sp_Isabela_Heat,Isabela,Pocillopora_sp,34,Heat,0.389,A,4,3,3,0,0.631,0.019798989873223347,-0.242
2_Pocillopora_sp_Isabela,2_Pocillopora_sp_Isabela_Heat,Isabela,Pocillopora_sp,34,Heat,0.59,A,2,3,2.5,-0.5,0.6245,0.0035355339059327407,-0.034500000000000086
8_Pavona_clavus_Isabela,8_Pavona_clavus_Isabela_Heat,Isabela,Pavona_clavus,34,Heat,0.51,A,8,2.5,2,-0.5,0.5515,0.02050609665440982,-0.04149999999999998
5_Pocillopora_sp_Isabela,5_Pocillopora_sp_Isabela_Heat,Isabela,Pocillopora_sp,34,Heat,0.546,A,5,3,2.5,-0.5,0.56,0.015556349186103982,-0.014000000000000012
3_Pocillopora_sp_Isabela,3_Pocillopora_sp_Isabela_Heat,Isabela,Pocillopora_sp,34,Heat,0.331,A,3,3,2,-1,0.605,0.0014142135623730963,-0.27399999999999997
5_Pavona_clavus_Isabela,5_Pavona_clavus_Isabela_Heat,Isabela,Pavona_clavus,34,Heat,0.533,A,5,4.5,2.5,-2,0.522,0.019798989873223347,0.01100000000000001
4_Pavona_clavus_Isabela,4_Pavona_clavus_Isabela_Heat,Isabela,Pavona_clavus,34,Heat,0.408,A,4,2.5,2,-0.5,0.56,0.016970562748477077,-0.15200000000000008
2_Pavona_clavus_Isabela,2_Pavona_clavus_Isabela_Heat,Isabela,Pavona_clavus,34,Heat,0.477,A,2,5,4,-1,0.5145,0.021920310216782993,-0.03749999999999998
6_Pocillopora_sp_Isabela,6_Pocillopora_sp_Isabela_Heat,Isabela,Pocillopora_sp,34,Heat,0.504,A,6,2.5,2,-0.5,0.579,0.021213203435596444,-0.07499999999999996
6_Pavona_clavus_Isabela,6_Pavona_clavus_Isabela_Heat,Isabela,Pavona_clavus,34,Heat,0.52,A,6,2.5,1.5,-1,0.5125,0.03464823227814086,0.007500000000000062
1_Pavona_clavus_Isabela,1_Pavona_clavus_Isabela_Heat,Isabela,Pavona_clavus,34,Heat,0.548,A,1,3.5,2,-1.5,0.509,0.09475230867899734,0.039000000000000035
7_Pocillopora_sp_Isabela,7_Pocillopora_sp_Isabela_Heat,Isabela,Pocillopora_sp,34,Heat,0.547,A,7,2.5,2,-0.5,0.5865,0.017677669529663705,-0.03949999999999998
1_Pocillopora_sp_Isabela,1_Pocillopora_sp_Isabela_Heat,Isabela,Pocillopora_sp,34,Heat,0.571,A,1,2.5,2,-0.5,0.5825,0.0021213203435596446,-0.011500000000000066
8_Pocillopora_sp_Isabela,8_Pocillopora_sp_Isabela_Heat,Isabela,Pocillopora_sp,34,Heat,0.561,A,8,3,2,-1,0.6074999999999999,0.024748737341529183,-0.046499999999999875
3_Pavona_clavus_Isabela,3_Pavona_clavus_Isabela_Heat,Isabela,Pavona_clavus,34,Heat,0.532,A,3,3,2,-1,0.5055000000000001,0.02333452377915609,0.026499999999999968
7_Pavona_clavus_Isabela,7_Pavona_clavus_Isabela_Heat,Isabela,Pavona_clavus,34,Heat,0.501,A,7,2.5,2.5,0,0.53,0.03111269837220812,-0.029000000000000026
5_Pavona_clavus_Isabela,5_Pavona_clavus_Isabela_Heat,Isabela,Pavona_clavus,35.5,Heat,0.429,A,5,2.5,1,-1.5,0.522,0.019798989873223347,-0.09300000000000003
1_Pocillopora_sp_Isabela,1_Pocillopora_sp_Isabela_Heat,Isabela,Pocillopora_sp,35.5,Heat,0.443,A,1,3.5,1,-2.5,0.5825,0.0021213203435596446,-0.1395
6_Pavona_clavus_Isabela,6_Pavona_clavus_Isabela_Heat,Isabela,Pavona_clavus,35.5,Heat,0.261,A,6,2.5,1,-1.5,0.5125,0.03464823227814086,-0.25149999999999995
3_Pavona_clavus_Isabela,3_Pavona_clavus_Isabela_Heat,Isabela,Pavona_clavus,35.5,Heat,0.256,A,3,2.5,2,-0.5,0.5055000000000001,0.02333452377915609,-0.24950000000000006
7_Pocillopora_sp_Isabela,7_Pocillopora_sp_Isabela_Heat,Isabela,Pocillopora_sp,35.5,Heat,0.482,A,7,2.5,1.5,-1,0.5865,0.017677669529663705,-0.10450000000000004
4_Pavona_clavus_Isabela,4_Pavona_clavus_Isabela_Heat,Isabela,Pavona_clavus,35.5,Heat,0.294,A,4,5,3,-2,0.56,0.016970562748477077,-0.26600000000000007
7_Pavona_clavus_Isabela,7_Pavona_clavus_Isabela_Heat,Isabela,Pavona_clavus,35.5,Heat,0.463,A,7,3.5,2.5,-1,0.53,0.03111269837220812,-0.067
2_Pocillopora_sp_Isabela,2_Pocillopora_sp_Isabela_Heat,Isabela,Pocillopora_sp,35.5,Heat,0.466,A,2,3,1,-2,0.6245,0.0035355339059327407,-0.15850000000000003
3_Pocillopora_sp_Isabela,3_Pocillopora_sp_Isabela_Heat,Isabela,Pocillopora_sp,35.5,Heat,0.445,A,3,3,1,-2,0.605,0.0014142135623730963,-0.15999999999999998
5_Pocillopora_sp_Isabela,5_Pocillopora_sp_Isabela_Heat,Isabela,Pocillopora_sp,35.5,Heat,0.363,A,5,2.5,1,-1.5,0.56,0.015556349186103982,-0.19700000000000006
8_Pavona_clavus_Isabela,8_Pavona_clavus_Isabela_Heat,Isabela,Pavona_clavus,35.5,Heat,0.179,A,8,3,2,-1,0.5515,0.02050609665440982,-0.3725
1_Pavona_clavus_Isabela,1_Pavona_clavus_Isabela_Heat,Isabela,Pavona_clavus,35.5,Heat,0.469,A,1,2.5,1.5,-1,0.509,0.09475230867899734,-0.040000000000000036
6_Pocillopora_sp_Isabela,6_Pocillopora_sp_Isabela_Heat,Isabela,Pocillopora_sp,35.5,Heat,0.478,A,6,3,1.5,-1.5,0.579,0.021213203435596444,-0.10099999999999998
2_Pavona_clavus_Isabela,2_Pavona_clavus_Isabela_Heat,Isabela,Pavona_clavus,35.5,Heat,0.377,A,2,4.5,3,-1.5,0.5145,0.021920310216782993,-0.13749999999999996
4_Pocillopora_sp_Isabela,4_Pocillopora_sp_Isabela_Heat,Isabela,Pocillopora_sp,35.5,Heat,0.493,A,4,3,2.5,-0.5,0.631,0.019798989873223347,-0.138
8_Pocillopora_sp_Isabela,8_Pocillopora_sp_Isabela_Heat,Isabela,Pocillopora_sp,35.5,Heat,0.51,A,8,2.5,1.5,-1,0.6074999999999999,0.024748737341529183,-0.09749999999999992
4_Pavona_clavus_Isabela,4_Pavona_clavus_Isabela_Heat,Isabela,Pavona_clavus,26,Heat,0.548,B,4,6,5.5,-0.5,0.56,0.016970562748477077,-0.01200000000000001
4_Pocillopora_sp_Isabela,4_Pocillopora_sp_Isabela_Heat,Isabela,Pocillopora_sp,26,Heat,0.645,B,4,3.5,2.5,-1,0.631,0.019798989873223347,0.014000000000000012
1_Pavona_clavus_Isabela,1_Pavona_clavus_Isabela_Heat,Isabela,Pavona_clavus,26,Heat,0.442,B,1,5.5,3,-2.5,0.509,0.09475230867899734,-0.067
8_Pavona_clavus_Isabela,8_Pavona_clavus_Isabela_Heat,Isabela,Pavona_clavus,26,Heat,0.537,B,8,5.5,4,-1.5,0.5515,0.02050609665440982,-0.014499999999999957
2_Pavona_clavus_Isabela,2_Pavona_clavus_Isabela_Heat,Isabela,Pavona_clavus,26,Heat,0.53,B,2,6,6,0,0.5145,0.021920310216782993,0.01550000000000007
8_Pocillopora_sp_Isabela,8_Pocillopora_sp_Isabela_Heat,Isabela,Pocillopora_sp,26,Heat,0.59,B,8,2.5,2.5,0,0.6074999999999999,0.024748737341529183,-0.01749999999999996
6_Pavona_clavus_Isabela,6_Pavona_clavus_Isabela_Heat,Isabela,Pavona_clavus,26,Heat,0.537,B,6,4,3,-1,0.5125,0.03464823227814086,0.024500000000000077
3_Pavona_clavus_Isabela,3_Pavona_clavus_Isabela_Heat,Isabela,Pavona_clavus,26,Heat,0.522,B,3,3,3,0,0.5055000000000001,0.02333452377915609,0.01649999999999996
7_Pavona_clavus_Isabela,7_Pavona_clavus_Isabela_Heat,Isabela,Pavona_clavus,26,Heat,0.552,B,7,5.5,3.5,-2,0.53,0.03111269837220812,0.02200000000000002
3_Pocillopora_sp_Isabela,3_Pocillopora_sp_Isabela_Heat,Isabela,Pocillopora_sp,26,Heat,0.606,B,3,3,2.5,-0.5,0.605,0.0014142135623730963,0.0010000000000000009
6_Pocillopora_sp_Isabela,6_Pocillopora_sp_Isabela_Heat,Isabela,Pocillopora_sp,26,Heat,0.564,B,6,4.5,3.5,-1,0.579,0.021213203435596444,-0.015000000000000013
7_Pocillopora_sp_Isabela,7_Pocillopora_sp_Isabela_Heat,Isabela,Pocillopora_sp,26,Heat,0.574,B,7,4,2.5,-1.5,0.5865,0.017677669529663705,-0.012500000000000067
1_Pocillopora_sp_Isabela,1_Pocillopora_sp_Isabela_Heat,Isabela,Pocillopora_sp,26,Heat,0.584,B,1,4,4,0,0.5825,0.0021213203435596446,0.0014999999999999458
2_Pocillopora_sp_Isabela,2_Pocillopora_sp_Isabela_Heat,Isabela,Pocillopora_sp,26,Heat,0.622,B,2,3,2.5,-0.5,0.6245,0.0035355339059327407,-0.0025000000000000577
5_Pavona_clavus_Isabela,5_Pavona_clavus_Isabela_Heat,Isabela,Pavona_clavus,26,Heat,0.536,B,5,3,3,0,0.522,0.019798989873223347,0.014000000000000012
5_Pocillopora_sp_Isabela,5_Pocillopora_sp_Isabela_Heat,Isabela,Pocillopora_sp,26,Heat,0.571,B,5,3,3,0,0.56,0.015556349186103982,0.010999999999999899
8_Pocillopora_sp_Isabela,8_Pocillopora_sp_Isabela_Heat,Isabela,Pocillopora_sp,32.5,Heat,0.491,B,8,3,2.5,-0.5,0.6074999999999999,0.024748737341529183,-0.11649999999999994
3_Pavona_clavus_Isabela,3_Pavona_clavus_Isabela_Heat,Isabela,Pavona_clavus,32.5,Heat,0.469,B,3,3.5,4,0.5,0.5055000000000001,0.02333452377915609,-0.03650000000000009
4_Pavona_clavus_Isabela,4_Pavona_clavus_Isabela_Heat,Isabela,Pavona_clavus,32.5,Heat,0.524,B,4,5,3.5,-1.5,0.56,0.016970562748477077,-0.03600000000000003
2_Pocillopora_sp_Isabela,2_Pocillopora_sp_Isabela_Heat,Isabela,Pocillopora_sp,32.5,Heat,0.44,B,2,3.5,3,-0.5,0.6245,0.0035355339059327407,-0.18450000000000005
1_Pocillopora_sp_Isabela,1_Pocillopora_sp_Isabela_Heat,Isabela,Pocillopora_sp,32.5,Heat,0.608,B,1,3,3.5,0.5,0.5825,0.0021213203435596446,0.025499999999999967
3_Pocillopora_sp_Isabela,3_Pocillopora_sp_Isabela_Heat,Isabela,Pocillopora_sp,32.5,Heat,0.545,B,3,3.5,3,-0.5,0.605,0.0014142135623730963,-0.05999999999999994
6_Pavona_clavus_Isabela,6_Pavona_clavus_Isabela_Heat,Isabela,Pavona_clavus,32.5,Heat,0.555,B,6,3,2.5,-0.5,0.5125,0.03464823227814086,0.04250000000000009
1_Pavona_clavus_Isabela,1_Pavona_clavus_Isabela_Heat,Isabela,Pavona_clavus,32.5,Heat,0.496,B,1,5.5,3,-2.5,0.509,0.09475230867899734,-0.013000000000000012
4_Pocillopora_sp_Isabela,4_Pocillopora_sp_Isabela_Heat,Isabela,Pocillopora_sp,32.5,Heat,0.543,B,4,2.5,2,-0.5,0.631,0.019798989873223347,-0.08799999999999997
5_Pavona_clavus_Isabela,5_Pavona_clavus_Isabela_Heat,Isabela,Pavona_clavus,32.5,Heat,0.558,B,5,6,5.5,-0.5,0.522,0.019798989873223347,0.03600000000000003
5_Pocillopora_sp_Isabela,5_Pocillopora_sp_Isabela_Heat,Isabela,Pocillopora_sp,32.5,Heat,0.597,B,5,3,3.5,0.5,0.56,0.015556349186103982,0.03699999999999992
2_Pavona_clavus_Isabela,2_Pavona_clavus_Isabela_Heat,Isabela,Pavona_clavus,32.5,Heat,0.519,B,2,6,6,0,0.5145,0.021920310216782993,0.0045000000000000595
7_Pocillopora_sp_Isabela,7_Pocillopora_sp_Isabela_Heat,Isabela,Pocillopora_sp,32.5,Heat,0.604,B,7,3,2.5,-0.5,0.5865,0.017677669529663705,0.01749999999999996
7_Pavona_clavus_Isabela,7_Pavona_clavus_Isabela_Heat,Isabela,Pavona_clavus,32.5,Heat,0.538,B,7,4.5,2.5,-2,0.53,0.03111269837220812,0.008000000000000007
6_Pocillopora_sp_Isabela,6_Pocillopora_sp_Isabela_Heat,Isabela,Pocillopora_sp,32.5,Heat,0.48,B,6,3,3,0,0.579,0.021213203435596444,-0.09899999999999998
8_Pavona_clavus_Isabela,8_Pavona_clavus_Isabela_Heat,Isabela,Pavona_clavus,32.5,Heat,0.55,B,8,3.5,2.5,-1,0.5515,0.02050609665440982,-0.0014999999999999458
8_Pavona_clavus_Isabela,8_Pavona_clavus_Isabela_Heat,Isabela,Pavona_clavus,34,Heat,0.499,B,8,3.5,1.5,-2,0.5515,0.02050609665440982,-0.05249999999999999
2_Pavona_clavus_Isabela,2_Pavona_clavus_Isabela_Heat,Isabela,Pavona_clavus,34,Heat,0.498,B,2,5.5,5,-0.5,0.5145,0.021920310216782993,-0.01649999999999996
6_Pocillopora_sp_Isabela,6_Pocillopora_sp_Isabela_Heat,Isabela,Pocillopora_sp,34,Heat,0.581,B,6,3.5,2,-1.5,0.579,0.021213203435596444,0.0020000000000000018
4_Pocillopora_sp_Isabela,4_Pocillopora_sp_Isabela_Heat,Isabela,Pocillopora_sp,34,Heat,0.608,B,4,4,3,-1,0.631,0.019798989873223347,-0.02300000000000002
5_Pocillopora_sp_Isabela,5_Pocillopora_sp_Isabela_Heat,Isabela,Pocillopora_sp,34,Heat,0.456,B,5,3,3,0,0.56,0.015556349186103982,-0.10400000000000004
3_Pocillopora_sp_Isabela,3_Pocillopora_sp_Isabela_Heat,Isabela,Pocillopora_sp,34,Heat,0.516,B,3,2.5,2,-0.5,0.605,0.0014142135623730963,-0.08899999999999997
7_Pavona_clavus_Isabela,7_Pavona_clavus_Isabela_Heat,Isabela,Pavona_clavus,34,Heat,0.485,B,7,5,2,-3,0.53,0.03111269837220812,-0.04500000000000004
7_Pocillopora_sp_Isabela,7_Pocillopora_sp_Isabela_Heat,Isabela,Pocillopora_sp,34,Heat,0.438,B,7,2.5,2,-0.5,0.5865,0.017677669529663705,-0.14850000000000002
4_Pavona_clavus_Isabela,4_Pavona_clavus_Isabela_Heat,Isabela,Pavona_clavus,34,Heat,0.523,B,4,4.5,2,-2.5,0.56,0.016970562748477077,-0.03700000000000003
1_Pavona_clavus_Isabela,1_Pavona_clavus_Isabela_Heat,Isabela,Pavona_clavus,34,Heat,0.539,B,1,4.5,3,-1.5,0.509,0.09475230867899734,0.030000000000000027
6_Pavona_clavus_Isabela,6_Pavona_clavus_Isabela_Heat,Isabela,Pavona_clavus,34,Heat,0.44,B,6,2.5,1.5,-1,0.5125,0.03464823227814086,-0.07249999999999995
