Genobysite,Genobysiteramp,Site,Species,Treatment,RampType,PAM,Replicate,Geno,Color_1,Color_2,ColorChange,avg_26_bygeno,sd_26_bygeno,PAMChange
6_Pavona_clavus_Punta_Pitt,6_Pavona_clavus_Punta_Pitt_Heat,Punta_Pitt,Pavona_clavus,35.5,Heat,0.433,B,6,3.5,1.5,-2,0.5285,0.04596194077712563,-0.09549999999999997
5_Pavona_clavus_Punta_Pitt,5_Pavona_clavus_Punta_Pitt_Heat,Punta_Pitt,Pavona_clavus,35.5,Heat,0.452,B,5,3,2,-1,0.55,0.007071067811865481,-0.09800000000000003
4_Pavona_clavus_Punta_Pitt,4_Pavona_clavus_Punta_Pitt_Heat,Punta_Pitt,Pavona_clavus,35.5,Heat,0.427,B,4,4,1.5,-2.5,0.5505,0.0021213203435596446,-0.1235
1_Pavona_clavus_Punta_Pitt,1_Pavona_clavus_Punta_Pitt_Heat,Punta_Pitt,Pavona_clavus,35.5,Heat,0.391,B,1,4.5,2,-2.5,0.525,0.02545584412271573,-0.134
6_Pocillopora_sp_Punta_Pitt,6_Pocillopora_sp_Punta_Pitt_Heat,Punta_Pitt,Pocillopora_sp,35.5,Heat,0.397,B,6,4,3,-1,0.596,0.01555634918610406,-0.19899999999999995
5_Pocillopora_sp_Punta_Pitt,5_Pocillopora_sp_Punta_Pitt_Heat,Punta_Pitt,Pocillopora_sp,35.5,Heat,0.302,B,5,3.5,3,-0.5,0.564,0,-0.26199999999999996
3_Pocillopora_sp_Espanola,3_Pocillopora_sp_Espanola_Heat,Espanola,Pocillopora_sp,26,Heat,0.531,A,3,4,3.5,-0.5,0.538,0.009899494936611674,-0.007000000000000006
4_Pavona_clavus_Espanola,4_Pavona_clavus_Espanola_Heat,Espanola,Pavona_clavus,26,Heat,0.493,A,4,3,3,0,0.489,0.005656854249492385,0.0040000000000000036
8_Pavona_clavus_Espanola,8_Pavona_clavus_Espanola_Heat,Espanola,Pavona_clavus,26,Heat,0.477,A,8,2.5,2.5,0,0.492,0.021213203435596444,-0.015000000000000013
1_Pocillopora_sp_Espanola,1_Pocillopora_sp_Espanola_Heat,Espanola,Pocillopora_sp,26,Heat,0.577,A,1,4,3.5,-0.5,0.58,0.004242640687119289,-0.0030000000000000027
3_Pavona_clavus_Espanola,3_Pavona_clavus_Espanola_Heat,Espanola,Pavona_clavus,26,Heat,0.5,A,3,5,4.5,-0.5,0.5075000000000001,0.010606601717798222,-0.007500000000000062
5_Pocillopora_sp_Espanola,5_Pocillopora_sp_Espanola_Heat,Espanola,Pocillopora_sp,26,Heat,0.563,A,5,4.5,4,-0.5,0.5505,0.017677669529663625,0.012499999999999956
8_Pocillopora_sp_Espanola,8_Pocillopora_sp_Espanola_Heat,Espanola,Pocillopora_sp,26,Heat,0.534,A,8,4,4,0,0.544,0.014142135623730963,-0.010000000000000009
6_Pavona_clavus_Espanola,6_Pavona_clavus_Espanola_Heat,Espanola,Pavona_clavus,26,Heat,0.558,A,6,4,4,0,0.5565,0.0021213203435596446,0.0015000000000000568
2_Pavona_clavus_Espanola,2_Pavona_clavus_Espanola_Heat,Espanola,Pavona_clavus,26,Heat,0.484,A,2,3.5,3.5,0,0.4835,7.071067811865482e-4,5.000000000000004e-4
5_Pavona_clavus_Espanola,5_Pavona_clavus_Espanola_Heat,Espanola,Pavona_clavus,26,Heat,0.525,A,5,3,3,0,0.533,0.01131370849898477,-0.008000000000000007
4_Pocillopora_sp_Espanola,4_Pocillopora_sp_Espanola_Heat,Espanola,Pocillopora_sp,26,Heat,0.553,A,4,5,5,0,0.5609999999999999,0.011313708498984693,-0.007999999999999896
7_Pocillopora_sp_Espanola,7_Pocillopora_sp_Espanola_Heat,Espanola,Pocillopora_sp,26,Heat,0.591,A,7,5,4.5,-0.5,0.5885,0.0035355339059327407,0.0024999999999999467
7_Pavona_clavus_Espanola,7_Pavona_clavus_Espanola_Heat,Espanola,Pavona_clavus,26,Heat,0.513,A,7,5,5,0,0.49050000000000005,0.03181980515339463,0.022499999999999964
6_Pocillopora_sp_Espanola,6_Pocillopora_sp_Espanola_Heat,Espanola,Pocillopora_sp,26,Heat,0.544,A,6,5,5,0,0.5665,0.03181980515339459,-0.022499999999999964
1_Pavona_clavus_Espanola,1_Pavona_clavus_Espanola_Heat,Espanola,Pavona_clavus,26,Heat,0.518,A,1,4,4,0,0.5085,0.013435028842544414,0.009500000000000064
2_Pocillopora_sp_Espanola,2_Pocillopora_sp_Espanola_Heat,Espanola,Pocillopora_sp,26,Heat,0.545,A,2,4,4,0,0.5720000000000001,0.03818376618407352,-0.027000000000000024
4_Pavona_clavus_Espanola,4_Pavona_clavus_Espanola_Heat,Espanola,Pavona_clavus,32.5,Heat,0.496,A,4,4,3,-1,0.489,0.005656854249492385,0.007000000000000006
5_Pocillopora_sp_Espanola,5_Pocillopora_sp_Espanola_Heat,Espanola,Pocillopora_sp,32.5,Heat,0.561,A,5,5,5,0,0.5505,0.017677669529663625,0.010500000000000065
